state,county,Assessor / Appraser,Treasurer / Tax / Tax collector,Mapping / Gis,Recorder / County clerk,Board of taxation,Register of Deeds / Historic Aerials,N,RA,AP,TX,R,example
alabama,lee,,,http://www.alabamagis.com/lee/,,,,,,,,,
alabama,limestone,,,https://limestonerevenue.net/parcelviewer,,,,,,,,,
alabama,lowndes,,,http://www.alabamagis.com/Lowndes/,,,,,,,,,
alabama,macon,,,https://maconal.maps.arcgis.com/apps/webappviewer/index.html?id=3eafe1890d394fb5aeb21fc63f40082f,,,,,,,,,
alabama,madison,https://madisonproperty.countygovservices.com/Property/Property/Search,https://madisonproperty.countygovservices.com/Property/Property/Search,https://madisonal.maps.arcgis.com/apps/webappviewer/index.html?id=95060764efa14f46ade68678e5853914,,,,,,,,,
alabama,marengo,,,http://www.alabamagis.com/Marengo/,,,,,,,,,
alabama,marion,,,http://www.alabamagis.com/Marion/,,,,,,,,,
alabama,marshall,,,http://isv.kcsgis.com/al.marshall_revenue/,,,,,,,,,
alabama,mobile,,,https://gis.bisclient.com/alabama/mobilecad/,,,,,,,,,
alabama,monroe,,,https://www.alabamagis.com/Monroe/,,,,,,,,,
alabama,montgomery,https://montgomery.capturecama.com/,,https://isv.kcsgis.com/al.montgomery_revenue/,https://www.montgomeryprobatecourtal.gov/divisions/records-recording/probate-records-search,,,,,,,,
alabama,morgan,,,http://isv.kcsgis.com/al.morgan_revenue/,,,,,,,,,
alabama,perry,,,https://www.alabamagis.com/Perry/Frameset.cfm,,,,,,,,,
alabama,pickens,,,http://www.alabamagis.com/pickens/frameset.cfm?cfid=693198&cftoken=590 ,,,,,,,,,
alabama,pike,,,http://www.alabamagis.com/pike/disclaimer.cfm,,,,,,,,,
alabama,randolph,,,https://www.alabamagis.com/Randolph/,,,,,,,,,
alabama,russell,http://www.alabamagis.com/Russell/frameset.cfm?cfid=1825892&cftoken=89008454,,http://www.alabamagis.com/Russell/,,,,,,,,,
alabama,shelby,,,http://maps.shelbyal.com/,,,,,,,,,
alabama,st_clair_n_congressional_district,,,https://map.stclairco.com/parcelviewer/,,,,,,,,,
alabama,st_clair_s_congressional_district,,,https://map.stclairco.com/parcelviewer/,,,,,,,,,
alabama,sumter,,,http://www.alabamagis.com/Sumter/,,,,,,,,,
alabama,talladega,,,http://isv.kcsgis.com/al.talladega_revenue/,,,,,,,,,
alabama,tallapoosa,,,http://www.alabamagis.com/tallapoosa/disclaimer.cfm,,,,,,,,,
alabama,tuscaloosa,,,http://www.alabamagis.com/Tuscaloosa/,,,,,,,,,
alabama,walker,,,http://www.alabamagis.com/Walker/Frameset.cfm,,,,,,,,,
alabama,washington,,,http://www.alabamagis.com/Washington/,,,,,,,,,
alabama,wilcox,https://wilcoxco.org/departments/tax-assessor/,https://wilcox.capturecama.com/,http://www.alabamagis.com/Wilcox/,,,,,,,,,
alabama,winston,,,http://www.alabamagis.com/winston/,,,,,,,,,
alaska,aleutian,,,,https://dnr.alaska.gov/ssd/recoff/search/,,,,,,,,
alaska,anchorage,http://www.muni.org/pw/public.html,http://www.muni.org/pw/public.html?T,https://map.netronline.com/alaska-anchorage/02020,http://www.recorder.alaska.gov/,,,,,,,,
alaska,barrow,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,bethel,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,bristol_bay_,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,cape_nome,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,chitina,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,cordova,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,craig_city_of,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,dillingham_city_of,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,eagle_city_of,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,fairbanks_district,,,https://map.netronline.com/alaska-fairbanks_district/02,https://courts.alaska.gov/courtdir/4fa.htm,,,,,,,,
alaska,fairbanks_north_star_borough,https://propertysearch.fnsb.gov/,https://www.fnsb.gov/186/Financial-Services,http://www.fnsb.us/gis/Pages/default.aspx,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,fort_gibbon,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,haines_,http://www.hainesalaska.gov/lands/haines-borough-parcel-viewer,,http://64.186.109.138/mox5/index.cfm?action=mox5_if_frameset,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,homer_,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,iliamna,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,juneau_,https://property.juneau.org/Search/Disclaimer.aspx?FromUrl=../search/commonsearch.aspx?mode=realprop,,https://map.netronline.com/alaska-juneau_/02,https://juneau.org/clerk,,,,,,,,
alaska,kake,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,kenai_,http://ak-kenai-property.governmax.com/propertymax/rover30.asp?sid=831C0E3B926C48E5BD25A962DF737673,,https://map.netronline.com/alaska-kenai_/02,https://www.kenai.city/clerk,,,,,,,,
alaska,kenai_peninsula_borough,http://ak-kenai-assessment.publicaccessnow.com/PropertySearch.aspx,http://ak-kenai.manatron.com/,https://www.kpb.us/gis-dept/interactive-mapping,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,ketchikan_district_,,,https://map.netronline.com/alaska-ketchikan_district_/02,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,ketchikan_gateway_borough,http://ak-ketchikangatewayborough.civicplus.com/164/Property-Search,,https://ketchikan.connectgis.com/Disclaimer.aspx,http://dnr.alaska.gov/ssd/recoff/,,,,,,,,
alaska,kodiak_district,,,https://map.netronline.com/alaska-kodiak_district/02,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,kodiak_island_borough,http://www.kodiakak.us/index.aspx?NID=69,,http://www.kodiakak.us/index.aspx?NID=339,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,kotzebue_,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,kuskokwim,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,kvichak,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,manley_hot_springs,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,matanuska-susitna,https://www.matsugov.us/myproperty/,,https://map.netronline.com/alaska-matanuska-susitna/02170,http://dnr.alaska.gov/ssd/recoff/,,,,,,,,
alaska,mount_mckinley,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,nenana,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,nome_city_of,http://beesc.texrus.com/public.aspx,https://www.nomealaska.org/department/division.php?structureid=39,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,north_slope_borough,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,northwest_arc,,,,,,,,,,,,
alaska,nulato,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,palmer,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,pelican_city_of,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,petersburg_city_of,,,https://map.netronline.com/alaska-petersburg_(city_of)/02,http://www.petersburg.org/,,,,,,,,
alaska,rampart,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,seldovia,,,,http://www.cityofseldovia.com/,,,,,,,,
alaska,seward,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,sitka_city_and_borough,http://www.cityofsitka.com/,,http://www.mainstreetmaps.com/AK/Sitka/,http://www.cityofsitka.com/,,,,,,,,
alaska,skagway,,,https://map.netronline.com/alaska-skagway/02232,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,talkeetna,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,unalaska_city_of,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,valdez,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,whittier_city_of,,,,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,wrangell,,,https://www.wrangell.com/planning/online-parcel-mapping-and-data,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
alaska,yakutat_city_of,,,https://map.netronline.com/alaska-yakutat_(city_of)/02,http://dnr.alaska.gov/ssd/recoff/searchRO.cfm,,,,,,,,
arizona,apache,https://www.apachecountyaz.gov/eagleweb,https://eagletreasurer.co.apache.az.us:8443/treasurer/treasurerweb/search.jsp?guest=true,https://apache-co.maps.arcgis.com/apps/webappviewer/index.html?id=2fdb74d76b734d4c98869038eae12aea,https://eaglerecorder.co.apache.az.us/web/user/disclaimer,,,,,,,,
arizona,cochise,https://asr.cochise.gov/disclaimer.html,https://parcelinquiry.azurewebsites.us/,https://gis-cochise.opendata.arcgis.com/,https://www.thecountyrecorder.com/Introduction.aspx,,,,,,,,
arizona,coconino,https://www.coconino.az.gov/121/Maps-Property-Information,https://www.coconino.az.gov/372/Treasurer,https://experience.arcgis.com/experience/c35f5fe6d6a54b388cd177f66084e39c/,https://eagleassessor.coconino.az.gov:8444/web/user/disclaimer,,,,,,,,
arizona,gila,https://assessor.gilacountyaz.gov/assessor/web/,https://taxes.gilacountyaz.gov/treasurer2/web/,https://gilacountyaz.maps.arcgis.com/apps/webappviewer/index.html?id=bca47d05176246979c3301f0d641110b,https://selfservice.gilacountyaz.gov/web/user/disclaimer,,,,,,,,
arizona,graham,https://www.graham.az.gov/491/Parcel-Info-Search,https://gcwebinfo.graham.az.gov/WebPayments/PropertyInformation,https://www.graham.az.gov/491/Parcel-Info-Search,https://www.thecountyrecorder.com/Introduction.aspx,,,,,,,,
arizona,greenlee,https://greenlee.az.gov/team/joan-cathcart/,https://www.paydici.com/greenlee-county-treasurer-az/search/new,https://map.netronline.com/arizona-greenlee/04011,https://www.thecountyrecorder.com/Introduction.aspx,,,,,,,,
arizona,la_paz,http://24.121.225.10/assessor/web/,https://act.lapaztreasurer.com/treasurer/web/,https://map.netronline.com/arizona-la_paz/04012,https://www.thecountyrecorder.com/Introduction.aspx,,,,,,,,
arizona,maricopa,https://mcassessor.maricopa.gov/,https://treasurer.maricopa.gov/,https://maps.mcassessor.maricopa.gov/,https://recorder.maricopa.gov/recording/document-search.html,,,,,,,,
arizona,mohave,https://www.mohave.gov/ContentPage.aspx?id=111&cid=1595,https://eagletw.mohavecounty.us/treasurer/web/,https://mcgis.mohave.gov/html5/?viewer=moh,https://eaglerss.mohave.gov/web/user/disclaimer,,,,,,,,
arizona,navajo,https://www.navajocountyaz.gov/183/Assessor,https://www.navajocountyaz.gov/442/Treasurer,https://apps.navajocountyaz.gov/webmap/WebMap.aspx,http://www.thecountyrecorder.com/Introduction.aspx?CountyKey=4,,,,,,,,
arizona,pima,https://www.asr.pima.gov/,https://www.to.pima.gov/,https://gis.pima.gov/maps/landbase/parsrch.htm,https://www.recorder.pima.gov/PublicDocServices/Search,,,,,,,,
arizona,pinal,https://www.pinalcountyaz.gov/Assessor/Pages/home.aspx,https://treasurer.pinal.gov/parcelinquiry,https://experience.arcgis.com/experience/f19af3d40ed54a979ecb678ee4980a3c/,https://acclaim.pinalcountyaz.gov/AcclaimWeb/,,,,,,,,
arizona,santa_cruz,http://gis.santacruzcountyaz.gov/asr/index.html,https://parcelsearch.santacruzcountyaz.gov/santacruzwebpay/propertyinformation,https://experience.arcgis.com/experience/ffed7d806f7a47239824b6412748c7f3,https://www.thecountyrecorder.com/Introduction.aspx?CountyKey=8,,,,,,,,
arizona,yavapai,https://gis.yavapaiaz.gov/v4/map.aspx,https://taxinquiry.yavapaiaz.gov/,https://yavapaiaz.gov/gis/gis-mapping-applications,https://www.yavapaiaz.gov/Mapping-and-Properties/Recorders-Office/Documents-Search,,,,,,,,
arizona,yuma,https://yumacountyaz-assessor.tylerhost.net/assessor/web/,https://yumacountyaz-treasurer.tylerhost.net/treasurer/web/,https://www.yumacountyaz.gov/government/information-technology-services/geographic-information-systems,https://yumacountyaz-web.tylerhost.net/web/,,,,,,,,
arkansas,arkansas_northern_district,https://www.arcountydata.com/index.asp,,https://map.netronline.com/arkansas-arkansas_(northern_district)/05001,https://www.arcocircuitclerk.com/online-document-search/,,,,,,,,
arkansas,arkansas_southern_district,https://www.arcountydata.com/index.asp,,https://map.netronline.com/arkansas-arkansas_(southern_district)/05001,https://www.arcocircuitclerk.com/online-document-search/,,,,,,,,
arkansas,ashley,http://www.actdatascout.com/default.aspx?CI=1,https://www.actdatascout.com/TaxCollector/Arkansas/Ashley,https://map.netronline.com/arkansas-ashley/05003,http://ashleycircuitclerk.com/,,,,,,,,
arkansas,baxter,http://arcountydata.com/county.asp?county=Baxter,,https://map.netronline.com/arkansas-baxter/05005,https://www.baxtercountyar.gov/clerk.php,,,,,,,,
arkansas,benton,http://www.arcountydata.com/county.asp?county=Benton,https://bentoncountyar.gov/collector/,http://gis.bentoncountyar.gov/Parcels/index.html?HomePage,https://www.search.bentoncircuitclerk.com/search.php,,,,,,,,
arkansas,boone,https://www.actdatascout.com/RealProperty/Arkansas/Boone,https://www.ark.org/propertytax/boone/index.php,https://map.netronline.com/arkansas-boone/05009,https://countyfusion6.kofiletech.us/countyweb/login.do?countyname=BooneAR,,,,,,,,
arkansas,bradley,https://www.arcountydata.com/county.asp?county=Bradley&s=R,,https://map.netronline.com/arkansas-bradley/05011,https://www.bradleycircuitclerk.com/,,,,,,,,
arkansas,calhoun,http://countyrecordsdirect.com/default.aspx?CI=66&SS=perry&SI=2,https://portal.arkansas.gov/pages/property-tax-center/,https://map.netronline.com/arkansas-calhoun/05013,,,,,,,,,
arkansas,carroll_eastern_district,http://www.actdatascout.com/default.aspx?CI=2,https://propertytax.ark.org/carroll/index.php,https://map.netronline.com/arkansas-carroll_(eastern_district)/05015,https://www.arcountydata.com/county.asp?county=Carroll&s=C,,,,,,,,
arkansas,carroll_western_district,http://www.actdatascout.com/default.aspx?CI=2,https://propertytax.ark.org/carroll/index.php,https://map.netronline.com/arkansas-carroll_(western_district)/05015,https://www.arcountydata.com/county.asp?county=Carroll&s=C,,,,,,,,
arkansas,chicot,http://www.arcountydata.com,https://propertytax.ark.org/chicot/index.php,https://map.netronline.com/arkansas-chicot/05017,http://chicotcounty.arkansas.gov/departments/detail/circuit-clerk,,,,,,,,
arkansas,clark,http://www.actdatascout.com/default.aspx?CI=3,https://propertytax.ark.org/clark/index.php,https://map.netronline.com/arkansas-clark/05019,https://tapestry.fidlar.com/Tapestry2/,,,,,,,,
arkansas,clay_eastern_district,https://www.arcountydata.com/county.asp?county=Clay&s=R,https://propertytax.ark.org/clay/index.php,https://map.netronline.com/arkansas-clay_(eastern_district)/05021,https://www.claycountyarkansas.org/departments/clay-county-circuit-clerk,,,,,,,,
arkansas,clay_western_district,https://www.claycountyarkansas.org/departments/clay-county-assessors-office,https://propertytax.ark.org/clay/index.php,https://map.netronline.com/arkansas-clay_(western_district)/05021,https://www.claycountyarkansas.org/departments/clay-county-circuit-clerk,,,,,,,,
arkansas,cleburne,http://www.actdatascout.com/default.aspx?CI=4,https://propertytax.ark.org/cleburne/index.php,https://map.netronline.com/arkansas-cleburne/05023,http://www.cleburnecircuitclerk.com/,,,,,,,,
arkansas,cleveland,https://www.arcountydata.com/county.asp?county=Cleveland,https://www.arcountydata.com/propsearch.asp?county=Cleveland&s=T,https://map.netronline.com/arkansas-cleveland/05025,https://clevelandcounty.arkansas.gov/departments,,,,,,,,
arkansas,columbia,http://arcountydata.com/county.asp?county=Columbia,https://propertytax.ark.org/columbia/index.php,https://map.netronline.com/arkansas-columbia/05027,https://tapestry.fidlar.com/Tapestry2/,,,,,,,,
arkansas,conway,http://www.actdatascout.com/default.aspx?CI=6,https://propertytax.ark.org/conway/index.php,https://map.netronline.com/arkansas-conway/05029,https://tapestry.fidlar.com,,,,,,,,
arkansas,craighead,http://arcountydata.com/county.asp?county=Craighead,https://propertytax.ark.org/craighead/index.php,https://map.netronline.com/arkansas-craighead/05031,http://www.craigheadcounty.org/circuit-court-clerk/,,,,,,,,
arkansas,crawford,http://www.actdatascout.com/default.aspx?CI=7,https://www.arcountydata.com/propsearch.asp?county=Crawford&s=T,http://beacon.schneidercorp.com/Application.aspx?AppID=374&LayerID=5195&PageTypeID=1,http://crawfordcircuitclerk.com/node/22,,,,,,,,
arkansas,crittenden,https://www.arcountydata.com/county.asp?county=Crittenden&s=T,https://propertytax.ark.org/crittenden/index.php,https://map.netronline.com/arkansas-crittenden/05035,https://tapestry.fidlar.com/Tapestry2/,,,,,,,,
arkansas,cross,http://www.actdatascout.com/default.aspx?CI=8,https://www.actdatascout.com/TaxCollector/Arkansas/Cross,https://map.netronline.com/arkansas-cross/05037,https://www.crosscountyar.org/circuit-clerk,,,,,,,,
arkansas,dallas,https://www.arcountydata.com/sponsored.asp,https://propertytax.ark.org/dallas/index.php,https://map.netronline.com/arkansas-dallas/05039,,,,,,,,,
arkansas,desha,http://www.arcountydata.com/search.asp,https://www.actdatascout.com/TaxCollector/Arkansas/Desha,https://map.netronline.com/arkansas-desha/05041,http://deshacircuitclerk.com/,,,,,,,,
arkansas,drew,http://www.actdatascout.com/default.aspx?ci=9,https://propertytax.ark.org/drew/index.php,https://map.netronline.com/arkansas-drew/05043,https://drewcounty.arkansas.gov/departments/detail/circuit-clerk,,,,,,,,
arkansas,faulkner,http://arcountydata.com/county.asp?county=Faulkner,https://propertytax.ark.org/faulkner/index.php,https://map.netronline.com/arkansas-faulkner/05045,https://www.faulknercircuitclerk.com/searchrecords/,,,,,,,,
arkansas,franklin_charleston_district,http://www.actdatascout.com/default.aspx?ci=44#url,https://propertytax.ark.org/franklin/index.php,https://map.netronline.com/arkansas-franklin_(charleston_district)/05047,https://tapestry.fidlar.com,,,,,,,,
arkansas,franklin_ozark_district,http://www.actdatascout.com/default.aspx?ci=44#url,https://propertytax.ark.org/franklin/index.php,https://map.netronline.com/arkansas-franklin_(ozark_district)/05041,https://tapestry.fidlar.com,,,,,,,,
arkansas,fulton,http://arcountydata.com/county.asp?county=Fulton,https://portal.arkansas.gov/county/fulton/,,https://www.fultoncountyar.gov/county-and-circuit-clerk,,,,,,,,
arkansas,garland,http://www.actdatascout.com/default.aspx?CI=10,https://www.arkansastaxsearch.com/garland.html,https://map.netronline.com/arkansas-garland/05051,https://countyfusion2.kofiletech.us/countyweb/login.do?countyname=GarlandAR,,,,,,,,
arkansas,grant,http://www.arcountydata.com/county.asp?county=Grant,https://propertytax.ark.org/grant/index.php,https://map.netronline.com/arkansas-grant/05053,https://www.arcountydata.com/county.asp?county=Grant&s=L,,,,,,,,
arkansas,greene,https://www.actdatascout.com/RealProperty/Arkansas/Greene,https://taxpayment.countyservice.net/County?name=greene,https://map.netronline.com/arkansas-greene/05055,http://county.arkansas.gov/greene/Pages/greeneDepartments.aspx,,,,,,,,
arkansas,hempstead,http://www.actdatascout.com/default.aspx?CI=11,https://propertytax.ark.org/hempstead/index.php,https://map.netronline.com/arkansas-hempstead/05057,https://www.actdatascout.com/CircuitClerk/Arkansas/Hempstead,,,,,,,,
arkansas,hot_springs,http://www.actdatascout.com/default.aspx?ci=12,https://propertytax.ark.org/hotspring,https://map.netronline.com/arkansas-hot_spring/05059,https://countyfusion4.kofiletech.us/countyweb/login.do?countyname=HotSpring,,,,,,,,
arkansas,howard,http://arcountydata.com/county.asp?county=Izard,http://www.howardcountytaxcollection.com/search/,https://map.netronline.com/arkansas-howard/05061,https://tapestry.fidlar.com,,,,,,,,
arkansas,independence,http://www.actdatascout.com/default.aspx?CI=13,https://www.actdatascout.com/TaxCollector/Arkansas/Independence,https://map.netronline.com/arkansas-independence/05063,https://www.independencecircuitclerk.com/?page_id=31,,,,,,,,
arkansas,izard,https://www.actdatascout.com/RealProperty/Arkansas/Izard,https://propertytax.ark.org/izard,https://map.netronline.com/arkansas-izard/05065,https://www.izardcountyar.org/circuit-county-clerk,,,,,,,,
arkansas,jackson,http://www.actdatascout.com/default.aspx?CI=14,https://propertytax.ark.org/jackson/index.php,https://map.netronline.com/arkansas-jackson/05067,https://tapestry.fidlar.com,,,,,,,,
arkansas,jefferson,http://www.actdatascout.com/default.aspx?ci=15,https://www.actdatascout.com/TaxCollector/Arkansas/Jefferson,https://map.netronline.com/arkansas-jefferson/05069,https://www.jeffersoncountyar.gov/government/circuit-clerk,,,,,,,,
arkansas,johnson,https://www.arcountydata.com/county.asp?county=Johnson&s=R,https://propertytax.ark.org/johnson/index.php,https://map.netronline.com/arkansas-johnson/05071,https://johnsoncounty.arkansas.gov/home/,,,,,,,,
arkansas,lafayette,http://www.actdatascout.com/default.aspx?ci=16,https://propertytax.ark.org/lafayette/index.php,https://map.netronline.com/arkansas-lafayette/05073,http://www.lafayettecounty.arkansas.gov/index.php?do:page&target=people&check=c89a245412559a7ce31e15734d719495,,,,,,,,
arkansas,lawrence,http://www.actdatascout.com/default.aspx?ci=17,https://taxpayment.countyservice.net/Search,https://map.netronline.com/arkansas-lawrence/05075,http://www.lawrencecountyarkansas.com/elected-officials/,,,,,,,,
arkansas,lee,https://www.arcountydata.com/propsearch.asp,https://www.arcountydata.com/propsearch.asp?county=Lee&s=T,https://map.netronline.com/arkansas-lee/05077,https://www.leecountyar.gov/clerk,,,,,,,,
arkansas,lincoln,http://www.actdatascout.com/default.aspx?ci=18,https://propertytax.ark.org/lincoln/index.php,https://map.netronline.com/arkansas-lincoln/05079,http://ee-lincoln.ark.org/departments,,,,,,,,
arkansas,little_river,http://www.actdatascout.com/default.aspx?CI=19,https://propertytax.ark.org/littleriver/index.php,https://map.netronline.com/arkansas-little_river/05081,https://tapestry.fidlar.com,,,,,,,,
arkansas,logan_northern_district,https://www.arcountydata.com/county.asp?county=Logan&s=R,https://www.arcountydata.com/propsearch.asp?county=Logan,https://map.netronline.com/arkansas-logan_(northern_district)/05083,https://logancountyark.org/county-directory,,,,,,,,
arkansas,logan_southern_district,http://arcountydata.com/county.asp?county=Logan,https://www.arcountydata.com/propsearch.asp?county=Logan,https://map.netronline.com/arkansas-logan_(southern_district)/05083,https://logancountyark.org/county-directory,,,,,,,,
arkansas,lonoke,http://www.arcountydata.com/county.asp?county=Lonoke,https://taxpayment.countyservice.net/County?name=lonoke&oldName=lonoke,https://map.netronline.com/arkansas-lonoke/05085,http://www.lonokecircuitclerk.com/,,,,,,,,
